,employer,chill_app,time_chill,work_app,time_work,timestamp,coef
178,Leah Mendoza,Яндекс.Музыка,2.8,PyCharm,7.2,25-08-2022,1.0
743,Brent Degan,Twitch,2.0,PgAdmin4,8.0,25-08-2022,1.5
2351,Sarah Harwood,YouTube,7.4,PyCharm,2.6,25-08-2022,0.5
1041,Emmie Jenkins,Яндекс.Музыка,2.4,PyCharm,7.6,25-08-2022,1.0
1804,Carol Chapman,Twitch,2.9,PgAdmin4,7.1,25-08-2022,1.0
2284,Robert Bennett,Twitch,3.1,PyCharm,6.9,25-08-2022,2.0
925,Carlton Peyton,Яндекс.Музыка,2.6,PgAdmin4,7.4,25-08-2022,1.0
887,Michael Cuneo,Яндекс.Музыка,8.9,PgAdmin4,1.1,25-08-2022,0.5
2221,Joseph Pike,Twitch,2.5,PgAdmin4,7.5,25-08-2022,1.0
248,Lynne Dozier,Яндекс.Музыка,3.6,PyCharm,6.4,25-08-2022,0.5
1751,Charles Brown,Twitch,3.5,Git,6.5,25-08-2022,1.0
287,Lisa Bailes,Яндекс.Музыка,3.0,Git,7.0,25-08-2022,1.5
775,William Dixon,Яндекс.Музыка,2.4,PgAdmin4,7.6,25-08-2022,1.5
662,Albert Ortiz,YouTube,8.3,PgAdmin4,1.7,25-08-2022,2.5
395,Rose Vanatta,Яндекс.Музыка,3.1,PgAdmin4,6.9,25-08-2022,0.0
1792,Joe Gordon,Twitch,3.6,Teams,6.4,26-08-2022,1.0
799,Alice Washington,Twitch,2.9,PyCharm,7.1,26-08-2022,0.5
1182,Howard Barnes,Яндекс.Музыка,2.7,Git,7.3,26-08-2022,2.5
2863,Gloria Schmitz,YouTube,2.7,PyCharm,7.3,26-08-2022,0.5
2146,Allison Sharkey,YouTube,2.5,Teams,7.5,26-08-2022,0.5
460,Dorathy Lander,Яндекс.Музыка,3.9,Teams,6.1,26-08-2022,0.0
1370,Jacob Cole,Яндекс.Музыка,2.9,Teams,7.1,26-08-2022,1.0
422,Ann Flanagan,YouTube,3.4,Teams,6.6,26-08-2022,1.5
1104,William Diaz,Яндекс.Музыка,2.4,PgAdmin4,7.6,26-08-2022,1.5
1518,Linda Valdez,YouTube,3.6,PgAdmin4,6.4,26-08-2022,2.0
516,Kenneth Harvey,YouTube,3.6,PyCharm,6.4,26-08-2022,0.5
2732,Marvin Wilson,Twitch,3.9,Teams,6.1,26-08-2022,1.0
106,Lisa Johnston,Twitch,3.4,Git,6.6,26-08-2022,1.0
1572,John Galvin,YouTube,2.3,Git,7.7,26-08-2022,0.0
2553,Eliz Urban,Twitch,6.1,Teams,3.9,26-08-2022,1.5
2317,Lyndon Falls,Яндекс.Музыка,2.7,Teams,7.3,26-08-2022,1.0
1925,Anna Lauer,YouTube,4.0,Teams,6.0,26-08-2022,1.0
613,Marvin Hansen,Яндекс.Музыка,8.8,Teams,1.2,27-08-2022,0.5
582,Evelyn Moran,Яндекс.Музыка,2.0,PgAdmin4,8.0,27-08-2022,1.0
670,Albert Ortiz,YouTube,2.4,Git,7.6,27-08-2022,0.5
2318,Lyndon Falls,Twitch,3.7,PyCharm,6.3,27-08-2022,1.0
634,Randy Balch,Twitch,4.0,PyCharm,6.0,27-08-2022,0.5
1419,Vincent Robertson,Twitch,2.1,PyCharm,7.9,27-08-2022,2.0
2465,Kathryn Ford,Яндекс.Музыка,3.8,PgAdmin4,6.2,27-08-2022,2.0
2999,Jeanne Taylor,YouTube,3.9,Git,6.1,27-08-2022,0.0
1879,Shirley Murphree,Twitch,3.7,Teams,6.3,27-08-2022,1.0
1897,Ray Zanola,YouTube,3.4,Git,6.6,27-08-2022,1.0
1605,Jerry Joy,YouTube,2.5,PyCharm,7.5,27-08-2022,1.0
1238,Tonya Rhodes,Яндекс.Музыка,2.4,Teams,7.6,27-08-2022,1.5
1381,Anthony Hankerson,Яндекс.Музыка,2.7,PyCharm,7.3,27-08-2022,1.0
1620,David Lott,Яндекс.Музыка,2.3,Git,7.7,27-08-2022,1.0
1270,Lois Harrington,Twitch,3.2,Teams,6.8,27-08-2022,0.5
1167,Joyce Osborne,Twitch,3.3,Teams,6.7,27-08-2022,0.5
1571,John Galvin,Twitch,3.4,PgAdmin4,6.6,27-08-2022,1.0
2006,Elinor Hill,Яндекс.Музыка,2.0,PyCharm,8.0,27-08-2022,0.5
939,Glenda Boswell,YouTube,3.0,PyCharm,7.0,27-08-2022,2.5
2807,Maxie Banks,Яндекс.Музыка,3.3,PgAdmin4,6.7,27-08-2022,1.0
176,Leah Mendoza,Яндекс.Музыка,2.0,Teams,8.0,27-08-2022,1.0
1029,Emmie Jenkins,Яндекс.Музыка,2.4,PyCharm,7.6,28-08-2022,0.5
1881,Shirley Murphree,YouTube,2.0,Git,8.0,28-08-2022,2.0
1641,David Lott,YouTube,3.2,Git,6.8,28-08-2022,2.0
2685,George Chausse,Twitch,2.2,Teams,7.8,28-08-2022,1.5
1976,Curtis Davis,Яндекс.Музыка,3.8,PyCharm,6.2,28-08-2022,1.0
1361,Jacob Cole,Twitch,3.2,PyCharm,6.8,28-08-2022,1.0
1509,Linda Valdez,Яндекс.Музыка,2.8,Teams,7.2,28-08-2022,0.0
167,Leah Mendoza,YouTube,2.3,Teams,7.7,28-08-2022,1.0
1086,William Diaz,YouTube,3.5,Teams,6.5,28-08-2022,0.5
649,Randy Balch,YouTube,2.4,Git,7.6,28-08-2022,1.5
1906,Ray Zanola,Яндекс.Музыка,2.3,PyCharm,7.7,28-08-2022,1.0
1986,Elinor Hill,Яндекс.Музыка,2.2,PyCharm,7.8,28-08-2022,2.0
1259,Tonya Rhodes,Twitch,7.6,PgAdmin4,2.4,28-08-2022,2.0
2809,Maxie Banks,Яндекс.Музыка,2.4,PgAdmin4,7.6,28-08-2022,1.0
839,Janel Peeler,Twitch,2.4,Git,7.6,28-08-2022,1.5
1198,Howard Barnes,Яндекс.Музыка,2.2,PyCharm,7.8,28-08-2022,0.0
806,Alice Washington,YouTube,3.2,Teams,6.8,28-08-2022,2.0
26,Paul Glass,YouTube,2.8,PgAdmin4,7.2,28-08-2022,0.5
354,Louise Gerber,YouTube,2.6,Teams,7.4,28-08-2022,1.0
462,Dorathy Lander,Яндекс.Музыка,3.0,Teams,7.0,28-08-2022,1.5
2156,Allison Sharkey,Яндекс.Музыка,2.8,Git,7.2,28-08-2022,1.5
597,Evelyn Moran,Twitch,2.1,Git,7.9,28-08-2022,2.0
2055,Wilma Harden,Яндекс.Музыка,3.0,Teams,7.0,28-08-2022,0.5
229,Salvatore Ketron,Twitch,2.9,Git,7.1,28-08-2022,0.5
1468,Lachelle Armstrong,YouTube,3.5,Teams,6.5,29-08-2022,1.0
2825,Bruce Makela,YouTube,2.7,Teams,7.3,29-08-2022,1.5
2532,Megan Elizondo,YouTube,2.9,Git,7.1,29-08-2022,1.5
315,David Orr,Яндекс.Музыка,2.9,PyCharm,7.1,29-08-2022,1.0
2650,Jimmy Williamson,YouTube,2.7,Teams,7.3,29-08-2022,0.5
2871,Gloria Schmitz,Twitch,3.0,Teams,7.0,29-08-2022,0.5
247,Lynne Dozier,YouTube,3.7,Teams,6.3,29-08-2022,1.5
802,Alice Washington,YouTube,3.2,Teams,6.8,29-08-2022,1.0
2309,Robert Bennett,YouTube,3.2,Teams,6.8,29-08-2022,1.5
171,Leah Mendoza,Яндекс.Музыка,3.0,Git,7.0,29-08-2022,1.0
1655,David Herman,Яндекс.Музыка,2.7,Teams,7.3,30-08-2022,0.5
2787,Max Ceasar,Яндекс.Музыка,7.5,Teams,2.5,30-08-2022,1.5
1289,Lois Harrington,YouTube,3.4,Teams,6.6,30-08-2022,1.0
2362,Sarah Harwood,YouTube,2.0,Git,8.0,30-08-2022,1.5
682,Albert Ortiz,Яндекс.Музыка,2.0,PgAdmin4,8.0,30-08-2022,0.0
2043,Wilma Harden,Яндекс.Музыка,3.0,Git,7.0,30-08-2022,1.0
1344,Steve Wolcott,Twitch,3.5,PyCharm,6.5,30-08-2022,0.5
736,Brent Degan,YouTube,2.6,PyCharm,7.4,30-08-2022,1.0
60,Jerome Lawrence,Twitch,2.5,PyCharm,7.5,30-08-2022,1.5
140,John Vest,Twitch,2.6,PyCharm,7.4,30-08-2022,1.5
190,Yvette Dugas,Twitch,6.4,PgAdmin4,3.6,30-08-2022,1.0
2591,Florence Smith,Twitch,8.6,PyCharm,1.4,30-08-2022,1.0
1793,Joe Gordon,Яндекс.Музыка,3.5,Teams,6.5,30-08-2022,0.5
852,Lacie Jennings,Twitch,2.9,PgAdmin4,7.1,30-08-2022,0.5
110,Lisa Johnston,YouTube,3.5,Teams,6.5,30-08-2022,0.5
157,Leah Mendoza,Яндекс.Музыка,2.1,Git,7.9,30-08-2022,0.5
2315,Lyndon Falls,Twitch,9.0,PgAdmin4,1.0,30-08-2022,1.5
1119,Nicole Natalie,Яндекс.Музыка,3.5,Git,6.5,30-08-2022,2.0
2992,Jeanne Taylor,Яндекс.Музыка,8.0,Git,2.0,30-08-2022,3.0
1161,Joyce Osborne,YouTube,2.5,PyCharm,7.5,30-08-2022,1.5
879,Michael Cuneo,YouTube,3.3,PyCharm,6.7,30-08-2022,0.0
1911,Ray Zanola,Twitch,3.2,Git,6.8,30-08-2022,0.5
2934,Gary Richardson,Яндекс.Музыка,2.3,PgAdmin4,7.7,30-08-2022,1.0
658,Randy Balch,YouTube,3.3,PgAdmin4,6.7,30-08-2022,1.0
2858,Gloria Schmitz,Яндекс.Музыка,2.9,PgAdmin4,7.1,30-08-2022,1.0
1940,Anna Lauer,Twitch,2.8,Git,7.2,30-08-2022,1.5
2859,Gloria Schmitz,YouTube,8.5,Teams,1.5,31-08-2022,1.5
2585,Florence Smith,Яндекс.Музыка,2.1,Git,7.9,31-08-2022,2.5
1215,Thersa Willhite,Twitch,3.1,PgAdmin4,6.9,31-08-2022,0.5
948,Glenda Boswell,Twitch,3.9,Git,6.1,31-08-2022,0.5
2132,Allison Sharkey,Яндекс.Музыка,2.2,PyCharm,7.8,31-08-2022,0.5
1190,Howard Barnes,Яндекс.Музыка,2.6,Teams,7.4,31-08-2022,0.5
1823,Carol Chapman,YouTube,3.3,Teams,6.7,31-08-2022,1.0
1320,Steve Wolcott,Яндекс.Музыка,2.0,PyCharm,8.0,31-08-2022,1.5
633,Randy Balch,Яндекс.Музыка,2.0,Git,8.0,31-08-2022,1.0
603,Marvin Hansen,YouTube,2.5,PyCharm,7.5,31-08-2022,1.5
1693,Dorthea Guyton,YouTube,2.2,PgAdmin4,7.8,31-08-2022,0.5
967,Mary Remis,Twitch,2.5,Git,7.5,31-08-2022,0.0
2286,Robert Bennett,YouTube,2.7,PyCharm,7.3,31-08-2022,1.5
2168,Wendy Orr,Яндекс.Музыка,8.9,Git,1.1,31-08-2022,0.5
2693,George Chausse,YouTube,2.5,Teams,7.5,31-08-2022,1.0
1411,Vincent Robertson,Яндекс.Музыка,3.9,PyCharm,6.1,31-08-2022,1.0
758,William Dixon,Яндекс.Музыка,3.6,PyCharm,6.4,31-08-2022,1.5
1543,Thomas Poore,YouTube,2.5,Git,7.5,31-08-2022,1.5
815,Janel Peeler,Яндекс.Музыка,8.1,PyCharm,1.9,31-08-2022,1.0
80,Jerome Lawrence,Twitch,2.8,Git,7.2,31-08-2022,0.5
920,Carlton Peyton,Twitch,3.6,Git,6.4,31-08-2022,0.5
1460,Lachelle Armstrong,Twitch,3.4,PgAdmin4,6.6,31-08-2022,0.5
870,Michael Cuneo,YouTube,3.2,PgAdmin4,6.8,31-08-2022,0.5
904,Carlton Peyton,Twitch,2.7,Git,7.3,01-09-2022,1.0
1079,Rogelio Degeyter,YouTube,3.3,Git,6.7,01-09-2022,0.5
674,Albert Ortiz,YouTube,3.3,PyCharm,6.7,01-09-2022,0.0
2947,Jay Traficante,Twitch,2.7,PyCharm,7.3,01-09-2022,1.0
2656,Jimmy Williamson,YouTube,2.2,PyCharm,7.8,01-09-2022,2.0
2167,Wendy Orr,Twitch,3.5,PyCharm,6.5,01-09-2022,1.0
2731,Marvin Wilson,YouTube,3.8,PgAdmin4,6.2,01-09-2022,1.0
218,Salvatore Ketron,YouTube,3.1,Git,6.9,01-09-2022,0.5
2515,Michelle Robbins,Яндекс.Музыка,3.1,PgAdmin4,6.9,01-09-2022,1.5
876,Michael Cuneo,Twitch,3.8,Git,6.2,01-09-2022,0.5
2931,Gary Richardson,Яндекс.Музыка,3.5,PgAdmin4,6.5,01-09-2022,0.5
152,Leah Mendoza,Twitch,2.2,PyCharm,7.8,01-09-2022,1.5
1397,Anthony Hankerson,Яндекс.Музыка,2.7,PgAdmin4,7.3,01-09-2022,1.0
2869,Gloria Schmitz,YouTube,2.7,Teams,7.3,01-09-2022,3.0
1231,Tonya Rhodes,Twitch,2.4,Git,7.6,01-09-2022,1.5
2294,Robert Bennett,YouTube,3.0,PyCharm,7.0,01-09-2022,1.0
1779,Joe Gordon,Яндекс.Музыка,3.9,PgAdmin4,6.1,01-09-2022,1.0
1458,Lachelle Armstrong,YouTube,2.8,Teams,7.2,01-09-2022,2.0
1488,Natasha Andrews,Twitch,2.8,PgAdmin4,7.2,01-09-2022,1.5
2061,Wilma Harden,YouTube,3.3,PgAdmin4,6.7,01-09-2022,0.5
508,Anthony Wright,Яндекс.Музыка,3.8,Teams,6.2,01-09-2022,0.5
2154,Allison Sharkey,YouTube,3.5,PyCharm,6.5,01-09-2022,2.5
991,Priscilla Boyd,Twitch,2.4,PyCharm,7.6,01-09-2022,1.5
65,Jerome Lawrence,YouTube,3.7,PyCharm,6.3,01-09-2022,1.5
2671,George Chausse,Twitch,2.4,Git,7.6,01-09-2022,1.5
2850,Gloria Schmitz,Twitch,3.9,Teams,6.1,02-09-2022,0.5
2979,Jeanne Taylor,Twitch,3.9,Git,6.1,02-09-2022,1.0
2244,Joseph Pike,Яндекс.Музыка,3.3,PgAdmin4,6.7,02-09-2022,1.0
145,John Vest,Яндекс.Музыка,2.7,Git,7.3,02-09-2022,2.5
1260,Lois Harrington,Яндекс.Музыка,2.5,Teams,7.5,02-09-2022,1.0
192,Yvette Dugas,Twitch,3.3,Teams,6.7,02-09-2022,0.5
741,Brent Degan,Twitch,2.3,PgAdmin4,7.7,02-09-2022,0.5
1685,Dorthea Guyton,Яндекс.Музыка,3.2,PgAdmin4,6.8,02-09-2022,1.0
596,Evelyn Moran,Twitch,3.8,Teams,6.2,02-09-2022,2.5
1632,David Lott,YouTube,2.4,Teams,7.6,02-09-2022,1.0
2211,Barry Powell,Яндекс.Музыка,3.9,Git,6.1,02-09-2022,1.0
986,Mary Remis,YouTube,2.8,PgAdmin4,7.2,02-09-2022,0.0
487,Anthony Wright,YouTube,2.4,Git,7.6,02-09-2022,0.0
2075,Rafael Lampe,YouTube,3.5,Teams,6.5,02-09-2022,1.0
823,Janel Peeler,YouTube,2.6,Git,7.4,02-09-2022,0.5
1958,Curtis Davis,Twitch,3.9,Git,6.1,02-09-2022,3.0
2184,Wendy Orr,YouTube,2.5,PyCharm,7.5,02-09-2022,0.0
2069,Wilma Harden,Twitch,2.7,PyCharm,7.3,02-09-2022,0.5
1534,Thomas Poore,YouTube,3.0,Git,7.0,02-09-2022,1.0
1441,Lachelle Armstrong,YouTube,6.7,Teams,3.3,02-09-2022,0.5
1075,Rogelio Degeyter,YouTube,2.1,Teams,7.9,02-09-2022,1.0
1747,Charles Brown,YouTube,2.1,Git,7.9,03-09-2022,0.5
2961,Jay Traficante,YouTube,3.7,PyCharm,6.3,03-09-2022,1.0
93,Lisa Johnston,YouTube,3.4,PgAdmin4,6.6,03-09-2022,1.5
643,Randy Balch,Twitch,3.4,PgAdmin4,6.6,03-09-2022,0.0
2112,Scott Self,YouTube,2.6,PgAdmin4,7.4,03-09-2022,2.0
1927,Anna Lauer,Яндекс.Музыка,3.3,PyCharm,6.7,03-09-2022,0.5
791,Alice Washington,YouTube,3.6,Git,6.4,03-09-2022,1.5
992,Priscilla Boyd,YouTube,2.7,PgAdmin4,7.3,03-09-2022,1.0
1085,William Diaz,Twitch,3.1,Teams,6.9,03-09-2022,1.5
913,Carlton Peyton,Яндекс.Музыка,3.3,PgAdmin4,6.7,03-09-2022,0.5
2520,Megan Elizondo,Twitch,3.3,PyCharm,6.7,03-09-2022,2.0
1274,Lois Harrington,Twitch,2.1,PgAdmin4,7.9,03-09-2022,1.5
1429,Vincent Robertson,Twitch,6.4,PyCharm,3.6,03-09-2022,1.0
2164,Wendy Orr,Twitch,6.5,Teams,3.5,03-09-2022,0.5
1394,Anthony Hankerson,Яндекс.Музыка,2.2,PyCharm,7.8,03-09-2022,1.0
2134,Allison Sharkey,Яндекс.Музыка,2.9,PgAdmin4,7.1,03-09-2022,0.5
1477,Natasha Andrews,Twitch,6.1,PyCharm,3.9,03-09-2022,0.5
1153,Joyce Osborne,Яндекс.Музыка,3.2,Git,6.8,03-09-2022,1.5
126,John Vest,Twitch,2.4,Git,7.6,03-09-2022,1.0
2590,Florence Smith,Яндекс.Музыка,3.7,PyCharm,6.3,03-09-2022,1.5
1188,Howard Barnes,Яндекс.Музыка,6.4,PyCharm,3.6,03-09-2022,1.0
358,Louise Gerber,Яндекс.Музыка,3.9,Git,6.1,03-09-2022,0.0
1560,John Galvin,Twitch,2.0,PyCharm,8.0,03-09-2022,1.0
589,Evelyn Moran,Twitch,3.0,PgAdmin4,7.0,03-09-2022,0.5
1771,Joe Gordon,YouTube,3.9,Teams,6.1,03-09-2022,1.5
1415,Vincent Robertson,Яндекс.Музыка,6.1,Teams,3.9,04-09-2022,1.0
1393,Anthony Hankerson,Яндекс.Музыка,2.2,Teams,7.8,04-09-2022,1.5
2618,Larry Williamson,Twitch,2.5,Teams,7.5,04-09-2022,0.5
1587,John Galvin,Яндекс.Музыка,3.7,Teams,6.3,04-09-2022,1.0
1529,Linda Valdez,YouTube,3.4,Teams,6.6,04-09-2022,1.5
300,David Orr,Яндекс.Музыка,2.2,Teams,7.8,04-09-2022,0.5
2830,Bruce Makela,YouTube,3.5,PyCharm,6.5,04-09-2022,1.5
657,Randy Balch,Twitch,2.7,PyCharm,7.3,04-09-2022,1.0
1081,William Diaz,Twitch,3.4,Teams,6.6,04-09-2022,1.0
1802,Carol Chapman,Twitch,3.6,Teams,6.4,04-09-2022,0.5
2893,Amanda Leatham,Яндекс.Музыка,3.0,Teams,7.0,04-09-2022,1.0
2964,Jay Traficante,YouTube,2.9,PgAdmin4,7.1,04-09-2022,1.0
1263,Lois Harrington,Twitch,3.8,Teams,6.2,04-09-2022,1.0
2263,Raymond Trevino,Яндекс.Музыка,3.0,PgAdmin4,7.0,04-09-2022,1.0
241,Lynne Dozier,YouTube,2.6,PgAdmin4,7.4,04-09-2022,1.5
1917,Ray Zanola,Яндекс.Музыка,8.9,Teams,1.1,04-09-2022,0.0
2609,Florence Smith,Яндекс.Музыка,3.9,Git,6.1,04-09-2022,1.0
1076,Rogelio Degeyter,Twitch,7.0,Teams,3.0,04-09-2022,1.0
1935,Anna Lauer,Twitch,7.5,Teams,2.5,04-09-2022,0.0
2373,Nellie Alexander,Яндекс.Музыка,3.4,PgAdmin4,6.6,04-09-2022,0.5
926,Carlton Peyton,YouTube,3.5,PgAdmin4,6.5,04-09-2022,1.0
439,Ann Flanagan,Twitch,2.4,Teams,7.6,04-09-2022,1.0
2645,Jimmy Williamson,YouTube,2.7,PgAdmin4,7.3,04-09-2022,2.0
1025,Emmie Jenkins,Яндекс.Музыка,3.9,PgAdmin4,6.1,04-09-2022,1.0
771,William Dixon,YouTube,2.3,PgAdmin4,7.7,04-09-2022,2.5
1301,Ralph Roache,YouTube,3.1,Git,6.9,04-09-2022,1.0
800,Alice Washington,YouTube,2.3,PgAdmin4,7.7,05-09-2022,0.5
1016,Priscilla Boyd,YouTube,3.9,PyCharm,6.1,05-09-2022,2.0
2036,Ruby Dicus,Яндекс.Музыка,3.5,Teams,6.5,05-09-2022,2.5
2323,Lyndon Falls,Яндекс.Музыка,3.9,PyCharm,6.1,05-09-2022,0.5
2621,Larry Williamson,Яндекс.Музыка,6.9,Git,3.1,05-09-2022,0.5
291,Lisa Bailes,YouTube,2.5,Teams,7.5,05-09-2022,1.0
11,Paul Glass,YouTube,3.2,Git,6.8,05-09-2022,2.0
853,Lacie Jennings,Яндекс.Музыка,2.4,Teams,7.6,05-09-2022,1.5
1313,Ralph Roache,Twitch,3.4,Teams,6.6,05-09-2022,1.0
424,Ann Flanagan,Twitch,3.6,Git,6.4,05-09-2022,0.5
2248,Joseph Pike,YouTube,2.5,PgAdmin4,7.5,05-09-2022,0.5
2761,Max Ceasar,Twitch,2.5,Teams,7.5,05-09-2022,0.5
239,Salvatore Ketron,Яндекс.Музыка,2.7,PgAdmin4,7.3,05-09-2022,1.0
1218,Thersa Willhite,Twitch,2.4,Git,7.6,05-09-2022,0.5
2864,Gloria Schmitz,YouTube,3.8,PyCharm,6.2,05-09-2022,0.5
1868,Shirley Murphree,Яндекс.Музыка,3.0,PgAdmin4,7.0,05-09-2022,1.0
2192,Barry Powell,Яндекс.Музыка,2.2,Git,7.8,05-09-2022,0.0
1948,Anna Lauer,Яндекс.Музыка,2.1,Teams,7.9,05-09-2022,1.0
1322,Steve Wolcott,YouTube,3.5,PgAdmin4,6.5,06-09-2022,1.0
2032,Ruby Dicus,YouTube,2.2,Teams,7.8,06-09-2022,1.0
1424,Vincent Robertson,Яндекс.Музыка,3.1,PyCharm,6.9,06-09-2022,2.0
840,Lacie Jennings,Яндекс.Музыка,3.3,Git,6.7,06-09-2022,1.0
2417,Laura Acker,Яндекс.Музыка,2.0,Git,8.0,06-09-2022,1.5
333,Louise Gerber,Яндекс.Музыка,3.9,Git,6.1,06-09-2022,0.0
169,Leah Mendoza,Яндекс.Музыка,2.1,Git,7.9,06-09-2022,0.5
1130,Nicole Natalie,Яндекс.Музыка,2.7,Git,7.3,06-09-2022,1.5
2726,Ann Gardner,Twitch,2.5,Teams,7.5,06-09-2022,2.5
2778,Max Ceasar,Яндекс.Музыка,3.3,Git,6.7,06-09-2022,2.0
807,Alice Washington,Яндекс.Музыка,7.0,Git,3.0,06-09-2022,0.0
1659,David Herman,Twitch,8.1,Git,1.9,06-09-2022,0.5
51,Sandra Cox,Яндекс.Музыка,3.1,PgAdmin4,6.9,06-09-2022,1.5
511,Kenneth Harvey,Twitch,3.2,Teams,6.8,06-09-2022,0.0
2913,Gary Richardson,YouTube,3.8,PgAdmin4,6.2,06-09-2022,2.0
84,Jerome Lawrence,YouTube,2.9,Teams,7.1,06-09-2022,1.0
997,Priscilla Boyd,Twitch,2.1,Teams,7.9,06-09-2022,1.5
1524,Linda Valdez,Twitch,3.2,PgAdmin4,6.8,06-09-2022,0.5
942,Glenda Boswell,YouTube,3.9,PgAdmin4,6.1,06-09-2022,1.0
1989,Elinor Hill,YouTube,2.1,PgAdmin4,7.9,07-09-2022,0.5
2265,Raymond Trevino,Twitch,3.7,PyCharm,6.3,07-09-2022,0.0
778,William Dixon,Яндекс.Музыка,2.8,PyCharm,7.2,07-09-2022,1.0
2153,Allison Sharkey,Яндекс.Музыка,2.5,PyCharm,7.5,07-09-2022,1.0
419,Rose Vanatta,YouTube,4.0,Teams,6.0,07-09-2022,1.0
715,Louis Stater,Яндекс.Музыка,3.5,PyCharm,6.5,07-09-2022,1.0
104,Lisa Johnston,Twitch,3.3,Git,6.7,07-09-2022,0.5
1162,Joyce Osborne,Twitch,2.2,PgAdmin4,7.8,07-09-2022,1.5
342,Louise Gerber,YouTube,3.8,PgAdmin4,6.2,07-09-2022,0.5
2015,Ruby Dicus,Twitch,2.3,Git,7.7,07-09-2022,0.5
1043,Emmie Jenkins,Яндекс.Музыка,3.9,Git,6.1,07-09-2022,0.0
1688,Dorthea Guyton,Twitch,2.7,Teams,7.3,07-09-2022,0.5
1401,Anthony Hankerson,YouTube,3.6,PyCharm,6.4,07-09-2022,0.5
1410,Vincent Robertson,Яндекс.Музыка,3.9,Git,6.1,07-09-2022,1.0
1707,Dorthea Guyton,Яндекс.Музыка,2.8,PgAdmin4,7.2,08-09-2022,1.5
417,Rose Vanatta,Яндекс.Музыка,2.9,PgAdmin4,7.1,08-09-2022,0.0
1909,Ray Zanola,Twitch,2.4,PgAdmin4,7.6,08-09-2022,1.0
1615,Jerry Joy,YouTube,3.0,PgAdmin4,7.0,08-09-2022,1.5
303,David Orr,YouTube,2.5,PyCharm,7.5,08-09-2022,0.5
2794,Maxie Banks,Яндекс.Музыка,4.0,Git,6.0,08-09-2022,0.5
261,Lynne Dozier,YouTube,2.9,Git,7.1,08-09-2022,1.0
1849,Robert Locke,YouTube,8.6,PgAdmin4,1.4,08-09-2022,1.5
2648,Jimmy Williamson,YouTube,2.5,Teams,7.5,08-09-2022,0.5
2270,Raymond Trevino,Twitch,2.9,PgAdmin4,7.1,08-09-2022,2.5
2007,Elinor Hill,Яндекс.Музыка,3.8,Teams,6.2,08-09-2022,2.0
773,William Dixon,Twitch,2.4,PgAdmin4,7.6,08-09-2022,1.0
857,Lacie Jennings,Яндекс.Музыка,3.9,PgAdmin4,6.1,08-09-2022,1.0
253,Lynne Dozier,Яндекс.Музыка,2.1,Teams,7.9,09-09-2022,1.0
1409,Anthony Hankerson,YouTube,3.6,Teams,6.4,09-09-2022,1.0
2715,Ann Gardner,Twitch,3.6,PyCharm,6.4,09-09-2022,1.5
1514,Linda Valdez,Twitch,3.5,PgAdmin4,6.5,09-09-2022,0.0
1030,Emmie Jenkins,Twitch,3.0,Git,7.0,09-09-2022,3.0
2464,Kathryn Ford,YouTube,3.8,PyCharm,6.2,09-09-2022,0.5
1360,Jacob Cole,Яндекс.Музыка,2.4,Git,7.6,09-09-2022,1.5
1324,Steve Wolcott,YouTube,6.8,PyCharm,3.2,09-09-2022,0.5
2361,Sarah Harwood,YouTube,2.8,PyCharm,7.2,09-09-2022,0.5
385,Jeffrey Crumley,Twitch,3.3,Teams,6.7,09-09-2022,1.0
619,Marvin Hansen,Twitch,3.3,Git,6.7,09-09-2022,1.0
2604,Florence Smith,Яндекс.Музыка,3.2,PgAdmin4,6.8,09-09-2022,0.5
2398,Nellie Alexander,Twitch,2.2,PgAdmin4,7.8,09-09-2022,1.0
872,Michael Cuneo,YouTube,3.2,PyCharm,6.8,09-09-2022,1.5
2403,Laura Acker,YouTube,3.0,PyCharm,7.0,09-09-2022,0.0
930,Glenda Boswell,Twitch,3.7,Teams,6.3,09-09-2022,0.5
1067,Rogelio Degeyter,Яндекс.Музыка,2.5,PyCharm,7.5,09-09-2022,1.0
1432,Vincent Robertson,Twitch,3.5,Teams,6.5,09-09-2022,1.0
1862,Shirley Murphree,Яндекс.Музыка,2.1,PyCharm,7.9,09-09-2022,1.0
2127,Scott Self,YouTube,2.0,PyCharm,8.0,10-09-2022,1.0
1284,Lois Harrington,Twitch,2.4,PyCharm,7.6,10-09-2022,0.5
1144,Joyce Osborne,YouTube,2.3,Git,7.7,10-09-2022,1.0
891,Michael Cuneo,Яндекс.Музыка,3.6,PyCharm,6.4,10-09-2022,1.5
1768,Charles Brown,YouTube,2.6,PgAdmin4,7.4,10-09-2022,1.0
1942,Anna Lauer,YouTube,2.7,Teams,7.3,10-09-2022,1.5
2646,Jimmy Williamson,Twitch,8.5,Git,1.5,10-09-2022,1.5
528,Kenneth Harvey,Twitch,2.6,PyCharm,7.4,10-09-2022,1.0
294,Lisa Bailes,Яндекс.Музыка,3.8,PyCharm,6.2,10-09-2022,1.0
2052,Wilma Harden,Twitch,2.0,Teams,8.0,10-09-2022,1.0
2039,Ruby Dicus,Twitch,3.6,PyCharm,6.4,10-09-2022,1.0
198,Yvette Dugas,Twitch,3.2,Git,6.8,10-09-2022,1.5
808,Alice Washington,Яндекс.Музыка,3.8,PgAdmin4,6.2,10-09-2022,0.0
